"Crop","Kc_ini","Kc_mid","Kc_end"
"Eggplant",0.6,1.05,0.9
"Sweet_Peppers_bell",0.6,1.05,0.9
"Tomato_Kc_end_min",0.6,1.15,0.7
"Tomato_Kc_end_max",0.6,1.15,0.9
